"country"	"sector"	"subsector"	"age"	"owned"	"private"	"social"	"occupied"	"vacant"	"sec_dwellings"	"U_wall"	"U_win"	"U_roof"	"U_floor"	"fec"	"ued"
"Austria"	"Residential sector"	"single family- terraced houses"	"1980 - 1989"	0.267325324405506	0.127119734682339	0.0729069066560472	0.41007844053018	0.0551475319577793	0.00212599325593301	0.95	1.8	0.52	0.51	207.229036172177	190.856665562886
"Austria"	"Residential sector"	"single family- terraced houses"	"1990 - 1999"	0.282160401152062	0.13417417677161	0.076952836677835	0.432835525557204	0.0582079149229777	0.00224397412132452	0.35	1.25	0.28	0.38	188.203245750254	165.768094399561
"Austria"	"Residential sector"	"single family- terraced houses"	"2000 - 2010"	0.133376684721263	0.0634238780492719	0.0363754594694353	0.204600529318405	0.0275147706243165	0.0010607222972485	0.22	1.4	0.195	0.215	175.344848487046	163.459494408541
"Austria"	"Residential sector"	"single family- terraced houses"	"Post 2010"	0.0358222175083631	0.017034341192788	0.00976969568409903	0.0549514683086264	0.00738989801745952	0.000284888059164274	0.335	0.92	0.12	0.38	152.92043614532	137.016099228023
"Austria"	"Residential sector"	"multifamily houses"	"Before 1945"	0.152409143387427	0.0724742779744409	0.0415661300147528	0.215875698658751	0.0314410470624412	0.0191328056554287	1.5	1.8	1.015	1.13	172.974345899954	141.754061950902
"Austria"	"Residential sector"	"multifamily houses"	"1945 - 1969"	0.130162999846822	0.0618956922348523	0.0354989999582241	0.18436576642927	0.026851807660708	0.01634011794992	1.4	3	1.13	3.5	200.865358804537	189.066500953767
"Austria"	"Residential sector"	"multifamily houses"	"1970 - 1979"	0.0505910150044217	0.0240572658762285	0.0137975495466605	0.0716582382604995	0.0104366079904227	0.0063509841763885	1.8	1.5	0.58	1.1	184.921678608266	155.401052318162
"Austria"	"Residential sector"	"multifamily houses"	"1980 - 1989"	0.0467805941685952	0.0222453175067446	0.0127583438641623	0.0662610734852412	0.00965054215366124	0.00587263990059961	0.6	2.5	0.44	0.51	161.21249201236	142.034498952187
"Austria"	"Residential sector"	"multifamily houses"	"1990 - 1999"	0.0780688613988181	0.037123654371466	0.0212915076542231	0.110578470709739	0.0161051147640919	0.00980043795067616	0.35	1.4	0.36	0.36	144.509868349982	123.984304150826
"Austria"	"Residential sector"	"multifamily houses"	"2000 - 2010"	0.0429188161611953	0.0204089475451838	0.011705131680326	0.060791165270527	0.00885388165563121	0.00538784846054691	0.16	1.24	0.17	0.23	142.091521099583	126.961205160581
"Austria"	"Residential sector"	"multifamily houses"	"Post 2010"	0.0170125489394391	0.00808988341176124	0.00463978607439247	0.0240969524966871	0.00350958177421995	0.00213568415468575	0.35	1.08	0.2	0.36	124.082688302584	105.582214732892
"Austria"	"Residential sector"	"appartment blocks"	"Before 1945"	0.225772947000173	0.107360562209872	0.0615744400909562	0.322645087187956	0.0465755380175182	0.0254873240955278	1.5	2.2	0.8	0.71	178.371344331023	143.756275473752
"Austria"	"Residential sector"	"appartment blocks"	"1945 - 1969"	0.215467537979826	0.102460087990407	0.058763873994498	0.30791794810395	0.0444495969958383	0.0243239548649426	1.4	2.3	1.13	0.77	184.707398566842	154.741007572988
"Austria"	"Residential sector"	"appartment blocks"	"1970 - 1979"	0.104591269845253	0.0497357087376027	0.028524891775978	0.149468126392905	0.0215765207023423	0.0118072232635858	1.1	2.6	0.9	0.65	173.67570483992	145.462984949461
"Austria"	"Residential sector"	"appartment blocks"	"1980 - 1989"	0.0474769547927289	0.0225764540273116	0.012948260398017	0.0678478374935988	0.00979419696773078	0.00535963475672784	0.7	2.5	0.6	0.6	150.467415920574	130.640666535618
"Austria"	"Residential sector"	"appartment blocks"	"1990 - 1999"	0.0629971491004799	0.0299566862855429	0.0171810406637673	0.0900272638249321	0.0129959153738752	0.00711169685098272	0.35	1.4	0.19	0.36	138.262192564226	117.715954497883
"Austria"	"Residential sector"	"appartment blocks"	"2000 - 2010"	0.05934922303284	0.0282220081554764	0.0161861517362291	0.0848141262910184	0.0122433711850964	0.0066998854484306	0.27	1.32	0.18	0.25	130.440487655596	114.521225033134
"Austria"	"Residential sector"	"appartment blocks"	"Post 2010"	0.0222249182486995	0.0105684925937872	0.00606134134055441	0.0317609385064693	0.00458486075759885	0.00250895291897297	0.35	1.24	0.2	0.36	117.993052852142	104.36574068744
"Austria"	"Service sector"	"total"	"Before 1945"	0.0672099154205186	0.027957193762152	0	0.07	0.0134499456368412	0	0.7	3.2	1.1	1.2	232.521245925578	222.488291725719
"Austria"	"Service sector"	"total"	"1945 - 1969"	0.17027142059582	0.0738651088818907	0	0.18	0.029257121953359	0	0.644894478172882	2.91061000289101	0.7	1.5	218.734134939264	213.927573178368
"Austria"	"Service sector"	"total"	"1970 - 1979"	0.0726469425708193	0.0316753539048687	0	0.08	0.0120339043179094	0	0.656714513556619	2.07735247208931	0.6	1	228.37716948384	222.49179605652
"Austria"	"Service sector"	"total"	"1980 - 1989"	0.0603110546194041	0.0262913228052935	0	0.076327222823672	0.0102751546010257	0	0.574043363609728	2.1	0.4	0.6	218.239646058567	215.595845408679
"Austria"	"Service sector"	"total"	"1990 - 1999"	0.0379347726380464	0.0164063683052206	0	0.0481661771375418	0.00617496380572516	0	0.478547899159664	1.4	0.3	0.5	222.234050184556	218.530068234605
"Austria"	"Service sector"	"total"	"2000 - 2010"	0.0345568207783664	0.01519203459337	0	0.0442428641515033	0.00550599122023306	0	0.319855841687963	1.3	0.2	0.45	237.953074881656	234.184641740922
"Austria"	"Service sector"	"total"	"Post 2010"	0.0102002811257932	0.00471338084656253	0	0.0128753887757627	0.002038273196593	0	0.35	1.4	0.1	0.4	232.313721524104	224.976550825276
"Austria"	"Service sector"	"offices"	"Before 1945"	0.0454792894430504	0.0194911240470216	0	0.0582459756938496	0.00672443779622246	0	0.7	3.2	1.1	1.2	256.430777993836	241.608982241657
"Austria"	"Service sector"	"offices"	"1945 - 1969"	0.0661516937353461	0.0283507258865769	0	0.084721419191054	0.00978100043086903	0	0.7	1.1	0.7	1.5	159.21804271618	162.485002700752
"Austria"	"Service sector"	"offices"	"1970 - 1979"	0.0320871666623894	0.0137516428553097	0	0.0410944927326172	0.00474431678508185	0	0.6	0.7	0.6	1	148.569659623961	154.964130797716
"Austria"	"Service sector"	"offices"	"1980 - 1989"	0.0206724042922957	0.00885960183955528	0	0.0264754434972044	0.00305656263464657	0	0.6	2.1	0.4	0.6	124.683159117289	136.527157590192
"Austria"	"Service sector"	"offices"	"1990 - 1999"	0.00242676050387819	0.00104004021594779	0	0.00310798684532399	0.000358813874501989	0	0.4	1.4	0.3	0.5	106.019565638081	115.831288980447
"Austria"	"Service sector"	"offices"	"2000 - 2010"	0.000988680205283706	0.000423720087978731	0	0.00126621686290977	0.000146183430352662	0	0.3	1.3	0.2	0.45	65.3934988504784	81.0072006145644
"Austria"	"Service sector"	"offices"	"Post 2010"	0.000449400093310775	0.000192600039990332	0	0.000575553119504443	6.64470137966646e-05	0	0.35	1.4	0.1	0.4	59.7522587759733	75.9698997649807
"Austria"	"Service sector"	"trade"	"Before 1945"	0.0103362021461478	0.00442980091977764	0	0.0136585528359811	0.00110745022994441	0	0.7	3.2	1.1	1.2	219.241804290535	212.634879957107
"Austria"	"Service sector"	"trade"	"1945 - 1969"	0.0412549285659292	0.0176806836711125	0	0.0545154413192635	0.00442017091777813	0	0.63	3.4	0.7	1.5	214.515475185696	218.795584653222
"Austria"	"Service sector"	"trade"	"1970 - 1979"	0.0186051638630661	0.00797364165559976	0	0.0245853951047659	0.00199341041389994	0	0.67	2.4	0.6	1	204.734592545466	211.588213443155
"Austria"	"Service sector"	"trade"	"1980 - 1989"	0.0173468436017959	0.00743436154362682	0	0.022922614759516	0.00185859038590671	0	0.57	2.1	0.4	0.6	174.963546413713	188.645497131129
"Austria"	"Service sector"	"trade"	"1990 - 1999"	0.0202230041989849	0.00866700179956495	0	0.0267232555486586	0.00216675044989124	0	0.48	1.4	0.3	0.5	154.95336749077	180.954135832869
"Austria"	"Service sector"	"trade"	"2000 - 2010"	0.0204926442549713	0.00878256182355915	0	0.0270795656226407	0.00219564045588979	0	0.32	1.3	0.2	0.45	155.707709972422	182.13279596045
"Austria"	"Service sector"	"trade"	"Post 2010"	0.00305592063451327	0.00130968027193426	0	0.00403818083846397	0.000327420067983565	0	0.35	1.4	0.1	0.4	111.650659234192	125.093950425925
"Austria"	"Service sector"	"education"	"Before 1945"	0.000378857142857143	0.000178285714285714	0	0.000464657142857143	9.24857142857143e-05	0	0.7	3.2	1.1	1.2	236.298831519335	226.387689434454
"Austria"	"Service sector"	"education"	"1945 - 1969"	0.00373024421975592	0.00175540904459102	0	0.00457503482246534	0.000910618441881591	0	0.63	3.4	0.7	1.5	249.206588677558	240.108878271485
"Austria"	"Service sector"	"education"	"1970 - 1979"	0.00103011298234527	0.000484759050515423	0	0.00126340327540582	0.000251468757454876	0	0.67	2.4	0.6	1	233.67282123381	228.308430275938
"Austria"	"Service sector"	"education"	"1980 - 1989"	0.0011404785167924	0.000536695772608186	0	0.00139876335736008	0.000278410932040496	0	0.57	2.1	0.4	0.6	217.583169610349	215.639413249591
"Austria"	"Service sector"	"education"	"1990 - 1999"	0.00109784107455534	0.000516631093908395	0	0.00134646978849876	0.00026800237996498	0	0.48	1.4	0.3	0.5	199.819616905171	189.902676626573
"Austria"	"Service sector"	"education"	"2000 - 2010"	0.000961669017733718	0.000452550125992338	0	0.00117945876586753	0.000234760377858525	0	0.32	1.3	0.2	0.45	201.646476944933	195.788623309322
"Austria"	"Service sector"	"education"	"Post 2010"	0.0012189049014574	0.00057360230656819	0	0.00149495101149334	0.000297556196532249	0	0.35	1.4	0.1	0.4	193.383395181245	185.909035924179
"Austria"	"Service sector"	"health"	"Before 1945"	0.00321278995040998	0.00151190115313411	0	0.00394039238035577	0.00078429872318832	0	0.7	3.2	1.1	1.2	246.296493136573	237.785785525337
"Austria"	"Service sector"	"health"	"1945 - 1969"	0.0442990688128843	0.0208466206178279	0	0.054331504985214	0.0108141844454982	0	0.63	3.4	0.7	1.5	248.944005805958	237.103418541157
"Austria"	"Service sector"	"health"	"1970 - 1979"	0.014631752524238	0.0068855305996414	0	0.0179454141253154	0.00357186899856398	0	0.67	2.4	0.6	1	207.482274727967	204.824004917041
"Austria"	"Service sector"	"health"	"1980 - 1989"	0.0149853236041944	0.00705191699020915	0	0.0183790586557326	0.003658181938671	0	0.57	2.1	0.4	0.6	166.025286514995	172.552002019517
"Austria"	"Service sector"	"health"	"1990 - 1999"	0.00861327567371146	0.00405330619939363	0	0.0105639292821696	0.00210265259093544	0	0.48	1.4	0.3	0.5	126.940089266846	133.151075442782
"Austria"	"Service sector"	"health"	"2000 - 2010"	0.00745085286342389	0.00350628370043477	0	0.00913825189425813	0.00181888466960054	0	0.32	1.3	0.2	0.45	113.798842451101	126.557465654215
"Austria"	"Service sector"	"health"	"Post 2010"	0.00424787657113793	0.00199900073935903	0	0.00520989567695447	0.0010369816335425	0	0.35	1.4	0.1	0.4	92.1727463043092	106.706278785888
"Austria"	"Service sector"	"hotels and restaurants"	"Before 1945"	0.00552115384615385	0.000825	0	0.00529269230769231	0.00105346153846154	0	0.7	3.2	1.1	1.2	203.232308231714	197.815740729299
"Austria"	"Service sector"	"hotels and restaurants"	"1945 - 1969"	0.00900673076923077	0.00134583333333333	0	0.00863403846153846	0.00171852564102564	0	0.63	3.4	0.7	1.5	162.327342157768	167.244731663191
"Austria"	"Service sector"	"hotels and restaurants"	"1970 - 1979"	0.00312307692307692	0.000466666666666666	0	0.00299384615384615	0.000595897435897436	0	0.67	2.4	0.6	1	149.471398089775	157.505371337113
"Austria"	"Service sector"	"hotels and restaurants"	"1980 - 1989"	0.00329038461538462	0.000491666666666667	0	0.00315423076923077	0.000627820512820513	0	0.57	2.1	0.4	0.6	123.631052886285	137.545907411855
"Austria"	"Service sector"	"hotels and restaurants"	"1990 - 1999"	0.00306730769230769	0.000458333333333333	0	0.00294038461538462	0.00058525641025641	0	0.48	1.4	0.3	0.5	85.2998881675628	98.069537994047
"Austria"	"Service sector"	"hotels and restaurants"	"2000 - 2010"	0.00209134615384615	0.0003125	0	0.00200480769230769	0.000399038461538462	0	0.32	1.3	0.2	0.45	83.1763952901327	100.274014818359
"Austria"	"Service sector"	"hotels and restaurants"	"Post 2010"	0.000348557692307692	5.20833333333333e-05	0	0.000334134615384615	6.65064102564103e-05	0	0.35	1.4	0.1	0.4	72.6609607332769	89.3660827685688
"Austria"	"Service sector"	"other non-residential buildings"	"Before 1945"	0.00228162289189936	0.00152108192793291	0	0.00317145581974012	0.000631249000092158	0	0.7	3.2	1.1	1.2	234.439810714618	224.983114510562
"Austria"	"Service sector"	"other non-residential buildings"	"1945 - 1969"	0.00582875449267349	0.00388583632844899	0	0.00810196874481615	0.00161262207630633	0	0.63	3.4	0.7	1.5	291.460522067987	271.363769011166
"Austria"	"Service sector"	"other non-residential buildings"	"1970 - 1979"	0.00316966961570362	0.00211311307713575	0	0.00440584076582804	0.000876941927011336	0	0.67	2.4	0.6	1	293.318513978101	274.309211351727
"Austria"	"Service sector"	"other non-residential buildings"	"1980 - 1989"	0.00287561998894111	0.00191707999262741	0	0.00399711178462814	0.000795588196940374	0	0.57	2.1	0.4	0.6	295.176505888215	277.254653692287
"Austria"	"Service sector"	"other non-residential buildings"	"1990 - 1999"	0.00250658349460879	0.00167105566307253	0	0.00348415105750622	0.000693488100175099	0	0.48	1.4	0.3	0.5	297.034497798329	280.200096032848
"Austria"	"Service sector"	"other non-residential buildings"	"2000 - 2010"	0.00257162828310755	0.00171441885540503	0	0.00357456331351949	0.000711483824993088	0	0.32	1.3	0.2	0.45	299.326013350832	283.822919064642
"Austria"	"Service sector"	"other non-residential buildings"	"Post 2010"	0.000879621233066077	0.000586414155377385	0	0.00122267351396185	0.000243361874481615	0	0.35	1.4	0.1	0.4	299.875530524956	285.124376373598
"Belgium"	"Residential sector"	"total"	"Before 1945"	0.487936885388284	0.130794192888804	0.058959040317751	0.537704109303807	0.0592910745900579	0.0806949347009746	2.05040474240044	5	2.95505579339792	0.70221595086867	354.343118387367	297.012236708259
"Belgium"	"Residential sector"	"total"	"1945 - 1969"	0.699452098239092	0.187492020777979	0.0845171285372236	0.726170199635708	0.105092704307659	0.140198343610927	1.7	4.76166143517739	3.39214088384113	2.19296709607787	315.131608803203	287.4395867204
"Belgium"	"Residential sector"	"total"	"1970 - 1979"	0.797189863285435	0.213691171686235	0.0963271084803234	0.811018615790091	0.126431658785788	0.169757868876114	1.3388031582511	4.28278512281658	0.85	0.767719232996162	275.004673041119	235.490185156226
"Belgium"	"Residential sector"	"total"	"1980 - 1989"	0.691470203368826	0.185352429514144	0.0835526495737332	0.702161449989419	0.110211842117651	0.148001990349633	1.40019816619226	3.88760443217044	0.919170200003151	0.907735966683373	251.226126948032	206.574911972191
"Belgium"	"Residential sector"	"total"	"1990 - 1999"	0.670320533023222	0.179683142879836	0.0809970644069727	0.690919942817027	0.10219310707831	0.137887690414694	0.701671529356183	3.46163522462683	0.457672955074634	0.510542150339849	168.299283658333	141.574055671388
"Belgium"	"Residential sector"	"total"	"2000 - 2010"	0.724770024319718	0.194278631519036	0.0875763779386326	0.783779318515843	0.0942429193007348	0.128602795960809	0.4	2	0.3	0.371005101135606	173.086324038769	141.777712817618
"Belgium"	"Residential sector"	"total"	"Post 2010"	0.532083057057586	0.14262781946127	0.0642933693944583	0.564166485565212	0.0737268602310751	0.101110900117027	0.23	1.7	0.21	0.21	135.8087086936	102.770007563614
"Belgium"	"Residential sector"	"single family- terraced houses"	"Before 1945"	0.132262531957423	0.0354537064830313	0.0159817226115219	0.179511112936831	0.001	0.00318684811514472	1.765	5	1.415	0.765	546.839361268491	453.539012350174
"Belgium"	"Residential sector"	"single family- terraced houses"	"1945 - 1969"	0.0643101736499835	0.0172386993256206	0.007770812649373	0.0872839093144363	0.001	0.00103577631054079	1.7	4.25	1.9	0.68	551.355254089271	466.100605732038
"Belgium"	"Residential sector"	"single family- terraced houses"	"1970 - 1979"	0.0263526232365566	0.00706396706202143	0.00318427530775059	0.0357666578432215	1e-04	0.000734207763107206	1	3.5	0.85	0.85	451.564410674423	379.762172849151
"Belgium"	"Residential sector"	"single family- terraced houses"	"1980 - 1989"	0.0196013362102782	0.00525424706747735	0.00236849479207528	0.0266035862619714	1e-04	0.000520491807859388	1	3.12	0.72	0.72	353.483585341044	298.180396660195
"Belgium"	"Residential sector"	"single family- terraced houses"	"1990 - 1999"	0.0473795406809906	0.01270034909921	0.00572502783228637	0.064305090430436	1e-04	0.00139982718205098	0.6	2.75	0.6	0.6	175.741568236746	153.432214516028
"Belgium"	"Residential sector"	"single family- terraced houses"	"2000 - 2010"	0.155830177738964	0.0417711448661389	0.0188294798101248	0.211497906633684	0.001	0.00393289578154363	0.4	2	0.3	0.3	276.855206342697	231.437111201886
"Belgium"	"Residential sector"	"single family- terraced houses"	"Post 2010"	0.0828344183595006	0.0222042260324773	0.0100091588851063	0.112425631122621	1e-04	0.00252217215446345	0.23	1.7	0.21	0.21	151.968698865294	128.385053174746
"Belgium"	"Residential sector"	"multifamily houses"	"Before 1945"	0.337448405902271	0.0904549199154699	0.0407750157131911	0.339981489623985	0.05530404430065	0.0733928076062969	2.2	5	3.5	0.68	286.228889798746	241.625698162167
"Belgium"	"Residential sector"	"multifamily houses"	"1945 - 1969"	0.511826988671718	0.137198067796724	0.0618457611311659	0.515669059313218	0.0838827564767537	0.111319001809636	1.7	4.65	3.5	3.5	298.056228138885	274.525109400383
"Belgium"	"Residential sector"	"multifamily houses"	"1970 - 1979"	0.6055582314388	0.162323248149567	0.0731716196321883	0.610103903226777	0.0992442657080256	0.131704930285753	1	4.3	0.85	0.85	271.121801343254	232.317380159364
"Belgium"	"Residential sector"	"multifamily houses"	"1980 - 1989"	0.508661549471882	0.136349554233435	0.0614632705611857	0.51247985848829	0.0833639761634473	0.110630539614766	1	3.9	1.3	1.3	249.574834682815	205.095631822909
"Belgium"	"Residential sector"	"multifamily houses"	"1990 - 1999"	0.502166344104739	0.134608478350298	0.0606784332459894	0.505935896337305	0.0822994841727212	0.109217875191001	0.6	3.5	0.45	0.45	167.898064654224	140.934773656291
"Belgium"	"Residential sector"	"multifamily houses"	"2000 - 2010"	0.456969884767764	0.122493316333581	0.0552171944094381	0.460400166126847	0.0748922866702724	0.0993879427136639	0.4	2	0.3	0.3	152.08636344981	123.633122737281
"Belgium"	"Residential sector"	"multifamily houses"	"Post 2010"	0.34319779380913	0.0919960752849472	0.0414697334186032	0.345774035775666	0.0562463050964962	0.0746432616405181	0.23	1.7	0.21	0.21	133.915476270299	99.7690629862913
"Belgium"	"Residential sector"	"appartment blocks"	"Before 1945"	0.0182259475285903	0.00488556649030268	0.002202301993038	0.0182115067429902	0.00298703028940786	0.00411527897953295	1.7	5	3.5	0.68	286.228889798746	241.625698162167
"Belgium"	"Residential sector"	"appartment blocks"	"1945 - 1969"	0.123314935917391	0.0330552536556339	0.0149005547566847	0.123217231008053	0.0202099478309057	0.0278435654907507	1.7	5	3.5	0.68	298.056228138885	274.525109400383
"Belgium"	"Residential sector"	"appartment blocks"	"1970 - 1979"	0.165279008610079	0.0443039564746461	0.0199712135403845	0.165148054720093	0.0270873930777629	0.0373187308272531	1.7	4.3	0.85	0.68	271.121801343254	232.317380159364
"Belgium"	"Residential sector"	"appartment blocks"	"1980 - 1989"	0.163207317686666	0.0437486282132314	0.0197208842204722	0.163078005239158	0.0267478659542037	0.0368509589270085	1.7	3.9	0.65	0.63	249.574834682815	205.095631822909
"Belgium"	"Residential sector"	"appartment blocks"	"1990 - 1999"	0.120774648237492	0.0323743154303278	0.014593603328697	0.120678956049287	0.019793622905589	0.0272699880416412	0.85	3.5	0.45	0.58	167.898064654224	140.934773656291
"Belgium"	"Residential sector"	"appartment blocks"	"2000 - 2010"	0.111969961812991	0.0300141703193155	0.0135297037190697	0.111881245755312	0.0183506326304624	0.0252819574656016	0.4	2	0.3	0.51	152.08636344981	123.633122737281
"Belgium"	"Residential sector"	"appartment blocks"	"Post 2010"	0.106050844888956	0.0284275181438451	0.0128144770907488	0.105966818666925	0.0173805551345789	0.0239454663220456	0.23	1.7	0.21	0.21	133.915476270299	99.7690629862913
"Belgium"	"Service sector"	"total"	"Before 1945"	0.204640163387403	0.224378650368591	0	0.379541311571407	0.0516247697883774	0	1.9	4.5	2	0.8	249.546598421974	257.091710870411
"Belgium"	"Service sector"	"total"	"1945 - 1969"	0.0879150971635341	0.094028827813221	0	0.162303259505916	0.0199109681972017	-6.93889390390723e-17	1.8	4.6	2	0.9	238.262545246956	247.349026775741
"Belgium"	"Service sector"	"total"	"1970 - 1979"	0.0232107819804178	0.0247755996255853	0	0.0428105013807998	0.00523835983322828	0	1.75	4.2	2.2	1	227.938499111795	238.538196457898
"Belgium"	"Service sector"	"total"	"1980 - 1989"	0.0621190004973037	0.0704111646390823	0	0.116735454021913	0.0162043173473744	2.77555756156289e-17	1.7	3.8	1.2	0.9	245.113004115622	257.252300715621
"Belgium"	"Service sector"	"total"	"1990 - 1999"	0.0762204320050609	0.0846979427710543	0	0.142241450463791	0.0191274099978993	0	1.3	3.7	0.9	0.8	195.752544305608	210.046022345102
"Belgium"	"Service sector"	"total"	"2000 - 2010"	0.0851323746770721	0.0955436296879612	0	0.15931900267318	0.0219353824229058	-5.20417042793042e-17	0.8	2.3	0.7	0.7	216.89063972988	230.717002141868
"Belgium"	"Service sector"	"total"	"Post 2010"	0.017744598231644	0.0186861581823407	0	0.0326062490143685	0.0038390402519083	0	0.4	2.5	0.3	0.5	176.29251114194	181.476332568261
"Belgium"	"Service sector"	"offices"	"Before 1945"	0.104638875242279	0.109609436064598	0	0.192073611086615	0.0221747002202617	0	1.9	4.5	2	0.8	228.624210929146	239.553963911549
"Belgium"	"Service sector"	"offices"	"1945 - 1969"	0.0729995466926902	0.0764671746273143	0	0.133996915663384	0.0154698056566205	0	1.8	4.6	2	0.9	226.607186853079	234.382107306251
"Belgium"	"Service sector"	"offices"	"1970 - 1979"	0.0195036956812531	0.0204301611599695	0	0.035800702658156	0.00413315418306654	0	1.75	4.2	2.2	1	219.011419840413	228.348077476314
"Belgium"	"Service sector"	"offices"	"1980 - 1989"	0.0253857626327421	0.0265916383351984	0	0.0465977399677587	0.00537966100018184	0	1.7	3.8	1.2	0.9	208.983386575093	216.07746751137
"Belgium"	"Service sector"	"offices"	"1990 - 1999"	0.0407410532008398	0.0426763366452696	0	0.0747836899970371	0.00863369984907232	0	1.3	3.7	0.9	0.8	169.936986079535	175.893866009931
"Belgium"	"Service sector"	"offices"	"2000 - 2010"	0.0383882264202442	0.040211745775178	0	0.070464875073196	0.0081350971222262	0	0.8	2.3	0.7	0.7	196.638072334066	195.497294205358
"Belgium"	"Service sector"	"offices"	"Post 2010"	0.0170270359122051	0.0178358549809257	0	0.0312545816856918	0.00360830920743904	0	0.4	2.5	0.3	0.5	177.620074104608	181.683165374381
"Belgium"	"Service sector"	"trade"	"Before 1945"	0.0810676309999124	0.101106820685284	0	0.158491772966121	0.0236826787190755	0	1.9	4.5	2	0.8	363.804493002578	354.177958162017
"Belgium"	"Service sector"	"trade"	"1945 - 1969"	0.0122983601656095	0.0153384042514905	0	0.0240439850428771	0.00359277937422301	0	1.8	4.6	2	0.9	371.008150417102	372.648874609513
"Belgium"	"Service sector"	"trade"	"1970 - 1979"	0.0029899682971436	0.00372906158407797	0	0.00584555599666277	0.000873473884558805	0	1.75	4.2	2.2	1	356.832473387308	360.84242399017
"Belgium"	"Service sector"	"trade"	"1980 - 1989"	0.0323255063068544	0.04031608089956	0	0.0631981808695805	0.00944340633683387	0	1.7	3.8	1.2	0.9	342.656796357514	349.035973370827
"Belgium"	"Service sector"	"trade"	"1990 - 1999"	0.0302381699484711	0.0377127737559584	0	0.0591173210228537	0.00883362268157584	0	1.3	3.7	0.9	0.8	269.407365782165	296.379821939665
"Belgium"	"Service sector"	"trade"	"2000 - 2010"	0.0400542922824898	0.0499553532961389	0	0.0783083916534069	0.0117012539252217	0	0.8	2.3	0.7	0.7	291.761285891525	316.207126025925
"Belgium"	"Service sector"	"trade"	"Post 2010"	0.000394901473207646	0.000492517567708412	0	0.00077205456559697	0.000115364475319087	0	0.4	2.5	0.3	0.5	237.223926865284	232.011449270821
"Belgium"	"Service sector"	"education"	"Before 1945"	0.00675516856449757	0	0	0.00742463176435289	0.00147780440393595	0	1.9	4.5	2	0.8	179.479921764335	200.446874483981
"Belgium"	"Service sector"	"education"	"1945 - 1969"	0.000850355343134449	0	0	0.000934628829960636	0.000186029239536529	0	1.8	4.6	2	0.9	182.073238433564	207.096404405079
"Belgium"	"Service sector"	"education"	"1970 - 1979"	0.000196556909491729	0	0	0.000216036455608991	4.30000619077848e-05	0	1.75	4.2	2.2	1	173.068597281644	199.669705453601
"Belgium"	"Service sector"	"education"	"1980 - 1989"	0.00128859539604186	0	0	0.00141630015853836	0.000281901470404518	0	1.7	3.8	1.2	0.9	164.063956129725	192.243006502123
"Belgium"	"Service sector"	"education"	"1990 - 1999"	0.00141719957800309	0	0	0.00155764950982416	0.00031003575375397	0	1.3	3.7	0.9	0.8	123.610812844229	143.026124342514
